840
18
44
54
69
60
89
166
19
143
146
1859
629
414
79
621
82
50
1897
168
78
737
27
10
83
60
61
18
30
60
31
28
845
566
92
59
20
12
20
17
838
573
59
26
15
17
150
23
86
266
20
25
11
26
158
40
12
25
25
38
38
92
142
85
215
61
28
6
17
6
333
252
26
19
19
15
21
20
49
841
1203
28
52
36
55
24
36
15
13
15
61
20
295
29
21
21
32
7
923
2076
75
451
1000
95
223
75
1070
1025
163
247
53
176
140
60
415
84
28
167
46
10
763
72
190
44
2022
847
60
472
423
264
82
791
282
104
41
194
19
14
20
13
53
135
193
145
91
20
324
82
1751
5
456
378
387
144
144
214
